"","taxa","localityID","count","region","genus","site","phylum","method","pa","num_samples","num_samples_found","prop_samples_found"
"1606","Nucella lapillus","NW01",4.000043427,"North Wales","Nucella","Little Orme","Mollusca","Visual",1,NA,NA,NA
"1607","Nucella lapillus","NW02",5.000004343,"North Wales","Nucella","Great Orme East","Mollusca","Visual",1,NA,NA,NA
"1608","Nucella lapillus","NW03",5.000004343,"North Wales","Nucella","Menai Bridge","Mollusca","Visual",1,NA,NA,NA
"1609","Nucella lapillus","NW04",4.000043427,"North Wales","Nucella","Porth Swtan","Mollusca","Visual",1,NA,NA,NA
"1610","Nucella lapillus","NW05",2.004321374,"North Wales","Nucella","Rhosneigr","Mollusca","Visual",1,NA,NA,NA
"1611","Nucella lapillus","NW06",4.000043427,"North Wales","Nucella","Porth Oer","Mollusca","Visual",1,NA,NA,NA
"1612","Nucella lapillus","SCH01",5.000004343,"Scotland","Nucella","Scourie","Mollusca","Visual",1,NA,NA,NA
"1613","Nucella lapillus","SCH02",5.000004343,"Scotland","Nucella","Rispond","Mollusca","Visual",1,NA,NA,NA
"1614","Nucella lapillus","SCH03",5.000004343,"Scotland","Nucella","Skerray","Mollusca","Visual",1,NA,NA,NA
"1615","Nucella lapillus","SCH04",5.000004343,"Scotland","Nucella","Murkle Bay","Mollusca","Visual",1,NA,NA,NA
"1616","Nucella lapillus","SCH05",5.000004343,"Scotland","Nucella","Portskerra","Mollusca","Visual",1,NA,NA,NA
"1617","Nucella lapillus","SCH07",3.000434077,"Scotland","Nucella","Sannick","Mollusca","Visual",1,NA,NA,NA
"1618","Nucella lapillus","SCH08",3.000434077,"Scotland","Nucella","Wick","Mollusca","Visual",1,NA,NA,NA
"1619","Nucella lapillus","SW01",2.004321374,"South Wales","Nucella","Aberystwyth","Mollusca","Visual",1,NA,NA,NA
"1620","Nucella lapillus","SW02",4.000043427,"South Wales","Nucella","Neyland","Mollusca","Visual",1,NA,NA,NA
"1621","Nucella lapillus","SW03",4.000043427,"South Wales","Nucella","Broad Haven","Mollusca","Visual",1,NA,NA,NA
"1622","Nucella lapillus","SW05",0,"South Wales","Nucella","West Angle","Mollusca","Visual",0,NA,NA,NA
"1623","Nucella lapillus","SW06",5.000004343,"South Wales","Nucella","Monkstone Point","Mollusca","Visual",1,NA,NA,NA
"1624","Nucella lapillus","SW07",3.000434077,"South Wales","Nucella","Dale Jetty","Mollusca","Visual",1,NA,NA,NA
"1625","Ocenebra erinaceus","CN01",0,"Southwest England","Ocenebra","Lizard Point","Mollusca","Visual",0,NA,NA,NA
"1626","Ocenebra erinaceus","CN02",0,"Southwest England","Ocenebra","Sennen Cove","Mollusca","Visual",0,NA,NA,NA
"1627","Ocenebra erinaceus","CN03",0,"Southwest England","Ocenebra","Looe","Mollusca","Visual",0,NA,NA,NA
"1628","Ocenebra erinaceus","CN04",0,"Southwest England","Ocenebra","St Ives","Mollusca","Visual",0,NA,NA,NA
"1629","Ocenebra erinaceus","CN05",0,"Southwest England","Ocenebra","Trevone","Mollusca","Visual",0,NA,NA,NA
"1630","Ocenebra erinaceus","NE01",0,"Northeast England","Ocenebra","Filey Brigg","Mollusca","Visual",0,NA,NA,NA
"1631","Ocenebra erinaceus","NE02",0,"Northeast England","Ocenebra","Scalby Mills","Mollusca","Visual",0,NA,NA,NA
"1632","Ocenebra erinaceus","NE03",0,"Northeast England","Ocenebra","Rumbling Kern","Mollusca","Visual",0,NA,NA,NA
"1633","Ocenebra erinaceus","NE04",0,"Northeast England","Ocenebra","Newton Point","Mollusca","Visual",0,NA,NA,NA
"1634","Ocenebra erinaceus","NE05",0,"Northeast England","Ocenebra","Castlehead Rocks","Mollusca","Visual",0,NA,NA,NA
"1635","Ocenebra erinaceus","NW01",0,"North Wales","Ocenebra","Little Orme","Mollusca","Visual",0,NA,NA,NA
"1636","Ocenebra erinaceus","NW02",0,"North Wales","Ocenebra","Great Orme East","Mollusca","Visual",0,NA,NA,NA
"1637","Ocenebra erinaceus","NW03",0,"North Wales","Ocenebra","Menai Bridge","Mollusca","Visual",0,NA,NA,NA
"1638","Ocenebra erinaceus","NW04",0,"North Wales","Ocenebra","Porth Swtan","Mollusca","Visual",0,NA,NA,NA
"1639","Ocenebra erinaceus","NW05",0,"North Wales","Ocenebra","Rhosneigr","Mollusca","Visual",0,NA,NA,NA
"1640","Ocenebra erinaceus","NW06",0,"North Wales","Ocenebra","Porth Oer","Mollusca","Visual",0,NA,NA,NA
"1641","Ocenebra erinaceus","SCH01",0,"Scotland","Ocenebra","Scourie","Mollusca","Visual",0,NA,NA,NA
"1642","Ocenebra erinaceus","SCH02",0,"Scotland","Ocenebra","Rispond","Mollusca","Visual",0,NA,NA,NA
"1643","Ocenebra erinaceus","SCH03",0,"Scotland","Ocenebra","Skerray","Mollusca","Visual",0,NA,NA,NA
"1644","Ocenebra erinaceus","SCH04",0,"Scotland","Ocenebra","Murkle Bay","Mollusca","Visual",0,NA,NA,NA
"1645","Ocenebra erinaceus","SCH05",0,"Scotland","Ocenebra","Portskerra","Mollusca","Visual",0,NA,NA,NA
"1646","Ocenebra erinaceus","SCH07",0,"Scotland","Ocenebra","Sannick","Mollusca","Visual",0,NA,NA,NA
"1647","Ocenebra erinaceus","SCH08",0,"Scotland","Ocenebra","Wick","Mollusca","Visual",0,NA,NA,NA
"1648","Ocenebra erinaceus","SW01",0,"South Wales","Ocenebra","Aberystwyth","Mollusca","Visual",0,NA,NA,NA
"1649","Ocenebra erinaceus","SW02",0,"South Wales","Ocenebra","Neyland","Mollusca","Visual",0,NA,NA,NA
"1650","Ocenebra erinaceus","SW03",0,"South Wales","Ocenebra","Broad Haven","Mollusca","Visual",0,NA,NA,NA
"1651","Ocenebra erinaceus","SW05",0,"South Wales","Ocenebra","West Angle","Mollusca","Visual",0,NA,NA,NA
"1652","Ocenebra erinaceus","SW06",0,"South Wales","Ocenebra","Monkstone Point","Mollusca","Visual",0,NA,NA,NA
"1653","Ocenebra erinaceus","SW07",0,"South Wales","Ocenebra","Dale Jetty","Mollusca","Visual",0,NA,NA,NA
"1654","Ocinebrellus inornatus","CN01",0,"Southwest England","Ocinebrellus","Lizard Point","Mollusca","Visual",0,NA,NA,NA
"1655","Ocinebrellus inornatus","CN02",0,"Southwest England","Ocinebrellus","Sennen Cove","Mollusca","Visual",0,NA,NA,NA
"1656","Ocinebrellus inornatus","CN03",0,"Southwest England","Ocinebrellus","Looe","Mollusca","Visual",0,NA,NA,NA
"1657","Ocinebrellus inornatus","CN04",0,"Southwest England","Ocinebrellus","St Ives","Mollusca","Visual",0,NA,NA,NA
"1658","Ocinebrellus inornatus","CN05",0,"Southwest England","Ocinebrellus","Trevone","Mollusca","Visual",0,NA,NA,NA
"1659","Ocinebrellus inornatus","NE01",0,"Northeast England","Ocinebrellus","Filey Brigg","Mollusca","Visual",0,NA,NA,NA
"1660","Ocinebrellus inornatus","NE02",0,"Northeast England","Ocinebrellus","Scalby Mills","Mollusca","Visual",0,NA,NA,NA
"1661","Ocinebrellus inornatus","NE03",0,"Northeast England","Ocinebrellus","Rumbling Kern","Mollusca","Visual",0,NA,NA,NA
"1662","Ocinebrellus inornatus","NE04",0,"Northeast England","Ocinebrellus","Newton Point","Mollusca","Visual",0,NA,NA,NA
"1663","Ocinebrellus inornatus","NE05",0,"Northeast England","Ocinebrellus","Castlehead Rocks","Mollusca","Visual",0,NA,NA,NA
"1664","Ocinebrellus inornatus","NW01",0,"North Wales","Ocinebrellus","Little Orme","Mollusca","Visual",0,NA,NA,NA
"1665","Ocinebrellus inornatus","NW02",0,"North Wales","Ocinebrellus","Great Orme East","Mollusca","Visual",0,NA,NA,NA
"1666","Ocinebrellus inornatus","NW03",0,"North Wales","Ocinebrellus","Menai Bridge","Mollusca","Visual",0,NA,NA,NA
"1667","Ocinebrellus inornatus","NW04",0,"North Wales","Ocinebrellus","Porth Swtan","Mollusca","Visual",0,NA,NA,NA
"1668","Ocinebrellus inornatus","NW05",0,"North Wales","Ocinebrellus","Rhosneigr","Mollusca","Visual",0,NA,NA,NA
"1669","Ocinebrellus inornatus","NW06",0,"North Wales","Ocinebrellus","Porth Oer","Mollusca","Visual",0,NA,NA,NA
"1670","Ocinebrellus inornatus","SCH01",0,"Scotland","Ocinebrellus","Scourie","Mollusca","Visual",0,NA,NA,NA
"1671","Ocinebrellus inornatus","SCH02",0,"Scotland","Ocinebrellus","Rispond","Mollusca","Visual",0,NA,NA,NA
"1672","Ocinebrellus inornatus","SCH03",0,"Scotland","Ocinebrellus","Skerray","Mollusca","Visual",0,NA,NA,NA
"1673","Ocinebrellus inornatus","SCH04",0,"Scotland","Ocinebrellus","Murkle Bay","Mollusca","Visual",0,NA,NA,NA
"1674","Ocinebrellus inornatus","SCH05",0,"Scotland","Ocinebrellus","Portskerra","Mollusca","Visual",0,NA,NA,NA
"1675","Ocinebrellus inornatus","SCH07",0,"Scotland","Ocinebrellus","Sannick","Mollusca","Visual",0,NA,NA,NA
"1676","Ocinebrellus inornatus","SCH08",0,"Scotland","Ocinebrellus","Wick","Mollusca","Visual",0,NA,NA,NA
"1677","Ocinebrellus inornatus","SW01",0,"South Wales","Ocinebrellus","Aberystwyth","Mollusca","Visual",0,NA,NA,NA
"1678","Ocinebrellus inornatus","SW02",0,"South Wales","Ocinebrellus","Neyland","Mollusca","Visual",0,NA,NA,NA
"1679","Ocinebrellus inornatus","SW03",0,"South Wales","Ocinebrellus","Broad Haven","Mollusca","Visual",0,NA,NA,NA
"1680","Ocinebrellus inornatus","SW05",0,"South Wales","Ocinebrellus","West Angle","Mollusca","Visual",0,NA,NA,NA
"1681","Ocinebrellus inornatus","SW06",0,"South Wales","Ocinebrellus","Monkstone Point","Mollusca","Visual",0,NA,NA,NA
"1682","Ocinebrellus inornatus","SW07",0,"South Wales","Ocinebrellus","Dale Jetty","Mollusca","Visual",0,NA,NA,NA
"1683","Onchidella celtica","CN01",0,"Southwest England","Onchidella","Lizard Point","Mollusca","Visual",0,NA,NA,NA
"1684","Onchidella celtica","CN02",0,"Southwest England","Onchidella","Sennen Cove","Mollusca","Visual",0,NA,NA,NA
"1685","Onchidella celtica","CN03",0,"Southwest England","Onchidella","Looe","Mollusca","Visual",0,NA,NA,NA
"1686","Onchidella celtica","CN04",0,"Southwest England","Onchidella","St Ives","Mollusca","Visual",0,NA,NA,NA
"1687","Onchidella celtica","CN05",4.000043427,"Southwest England","Onchidella","Trevone","Mollusca","Visual",1,NA,NA,NA
"1688","Onchidella celtica","NE01",0,"Northeast England","Onchidella","Filey Brigg","Mollusca","Visual",0,NA,NA,NA
"1689","Onchidella celtica","NE02",0,"Northeast England","Onchidella","Scalby Mills","Mollusca","Visual",0,NA,NA,NA
"1690","Onchidella celtica","NE03",0,"Northeast England","Onchidella","Rumbling Kern","Mollusca","Visual",0,NA,NA,NA
"1691","Onchidella celtica","NE04",0,"Northeast England","Onchidella","Newton Point","Mollusca","Visual",0,NA,NA,NA
"1692","Onchidella celtica","NE05",0,"Northeast England","Onchidella","Castlehead Rocks","Mollusca","Visual",0,NA,NA,NA
"1693","Onchidella celtica","NW01",0,"North Wales","Onchidella","Little Orme","Mollusca","Visual",0,NA,NA,NA
"1694","Onchidella celtica","NW02",0,"North Wales","Onchidella","Great Orme East","Mollusca","Visual",0,NA,NA,NA
"1695","Onchidella celtica","NW03",0,"North Wales","Onchidella","Menai Bridge","Mollusca","Visual",0,NA,NA,NA
"1696","Onchidella celtica","NW04",0,"North Wales","Onchidella","Porth Swtan","Mollusca","Visual",0,NA,NA,NA
"1697","Onchidella celtica","NW05",0,"North Wales","Onchidella","Rhosneigr","Mollusca","Visual",0,NA,NA,NA
"1698","Onchidella celtica","NW06",0,"North Wales","Onchidella","Porth Oer","Mollusca","Visual",0,NA,NA,NA
"1699","Onchidella celtica","SCH01",0,"Scotland","Onchidella","Scourie","Mollusca","Visual",0,NA,NA,NA
"1700","Onchidella celtica","SCH02",0,"Scotland","Onchidella","Rispond","Mollusca","Visual",0,NA,NA,NA
"1701","Onchidella celtica","SCH03",0,"Scotland","Onchidella","Skerray","Mollusca","Visual",0,NA,NA,NA
"1702","Onchidella celtica","SCH04",0,"Scotland","Onchidella","Murkle Bay","Mollusca","Visual",0,NA,NA,NA
"1703","Onchidella celtica","SCH05",0,"Scotland","Onchidella","Portskerra","Mollusca","Visual",0,NA,NA,NA
"1704","Onchidella celtica","SCH07",0,"Scotland","Onchidella","Sannick","Mollusca","Visual",0,NA,NA,NA
"1705","Onchidella celtica","SCH08",0,"Scotland","Onchidella","Wick","Mollusca","Visual",0,NA,NA,NA
"1706","Onchidella celtica","SW01",0,"South Wales","Onchidella","Aberystwyth","Mollusca","Visual",0,NA,NA,NA
"1707","Onchidella celtica","SW02",0,"South Wales","Onchidella","Neyland","Mollusca","Visual",0,NA,NA,NA
"1708","Onchidella celtica","SW03",0,"South Wales","Onchidella","Broad Haven","Mollusca","Visual",0,NA,NA,NA
"1709","Onchidella celtica","SW05",0,"South Wales","Onchidella","West Angle","Mollusca","Visual",0,NA,NA,NA
"1710","Onchidella celtica","SW06",0,"South Wales","Onchidella","Monkstone Point","Mollusca","Visual",0,NA,NA,NA
"1711","Onchidella celtica","SW07",0,"South Wales","Onchidella","Dale Jetty","Mollusca","Visual",0,NA,NA,NA
"1712","Padina pavonica","CN01",0,"Southwest England","Padina","Lizard Point","Ochrophyta","Visual",0,NA,NA,NA
"1713","Padina pavonica","CN02",0,"Southwest England","Padina","Sennen Cove","Ochrophyta","Visual",0,NA,NA,NA
"1714","Padina pavonica","CN03",0,"Southwest England","Padina","Looe","Ochrophyta","Visual",0,NA,NA,NA
"1715","Padina pavonica","CN04",0,"Southwest England","Padina","St Ives","Ochrophyta","Visual",0,NA,NA,NA
"1716","Padina pavonica","CN05",0,"Southwest England","Padina","Trevone","Ochrophyta","Visual",0,NA,NA,NA
"1717","Padina pavonica","NE01",0,"Northeast England","Padina","Filey Brigg","Ochrophyta","Visual",0,NA,NA,NA
"1718","Padina pavonica","NE02",0,"Northeast England","Padina","Scalby Mills","Ochrophyta","Visual",0,NA,NA,NA
"1719","Padina pavonica","NE03",0,"Northeast England","Padina","Rumbling Kern","Ochrophyta","Visual",0,NA,NA,NA
"1720","Padina pavonica","NE04",0,"Northeast England","Padina","Newton Point","Ochrophyta","Visual",0,NA,NA,NA
"1721","Padina pavonica","NE05",0,"Northeast England","Padina","Castlehead Rocks","Ochrophyta","Visual",0,NA,NA,NA
"1722","Padina pavonica","NW01",0,"North Wales","Padina","Little Orme","Ochrophyta","Visual",0,NA,NA,NA
"1723","Padina pavonica","NW02",0,"North Wales","Padina","Great Orme East","Ochrophyta","Visual",0,NA,NA,NA
"1724","Padina pavonica","NW03",0,"North Wales","Padina","Menai Bridge","Ochrophyta","Visual",0,NA,NA,NA
"1725","Padina pavonica","NW04",0,"North Wales","Padina","Porth Swtan","Ochrophyta","Visual",0,NA,NA,NA
"1726","Padina pavonica","NW05",0,"North Wales","Padina","Rhosneigr","Ochrophyta","Visual",0,NA,NA,NA
"1727","Padina pavonica","NW06",0,"North Wales","Padina","Porth Oer","Ochrophyta","Visual",0,NA,NA,NA
"1728","Padina pavonica","SCH01",0,"Scotland","Padina","Scourie","Ochrophyta","Visual",0,NA,NA,NA
"1729","Padina pavonica","SCH02",0,"Scotland","Padina","Rispond","Ochrophyta","Visual",0,NA,NA,NA
"1730","Padina pavonica","SCH03",0,"Scotland","Padina","Skerray","Ochrophyta","Visual",0,NA,NA,NA
"1731","Padina pavonica","SCH04",0,"Scotland","Padina","Murkle Bay","Ochrophyta","Visual",0,NA,NA,NA
"1732","Padina pavonica","SCH05",0,"Scotland","Padina","Portskerra","Ochrophyta","Visual",0,NA,NA,NA
"1733","Padina pavonica","SCH07",0,"Scotland","Padina","Sannick","Ochrophyta","Visual",0,NA,NA,NA
"1734","Padina pavonica","SCH08",0,"Scotland","Padina","Wick","Ochrophyta","Visual",0,NA,NA,NA
"1735","Padina pavonica","SW01",0,"South Wales","Padina","Aberystwyth","Ochrophyta","Visual",0,NA,NA,NA
"1736","Padina pavonica","SW02",0,"South Wales","Padina","Neyland","Ochrophyta","Visual",0,NA,NA,NA
"1737","Padina pavonica","SW03",0,"South Wales","Padina","Broad Haven","Ochrophyta","Visual",0,NA,NA,NA
"1738","Padina pavonica","SW05",0,"South Wales","Padina","West Angle","Ochrophyta","Visual",0,NA,NA,NA
"1739","Padina pavonica","SW06",0,"South Wales","Padina","Monkstone Point","Ochrophyta","Visual",0,NA,NA,NA
"1740","Padina pavonica","SW07",0,"South Wales","Padina","Dale Jetty","Ochrophyta","Visual",0,NA,NA,NA
"1741","Palmaria palmata","CN01",5.044394119,"Southwest England","Palmaria","Lizard Point","Rhodophyta","Visual",1,NA,NA,NA
"1742","Palmaria palmata","CN02",7.011227255,"Southwest England","Palmaria","Sennen Cove","Rhodophyta","Visual",1,NA,NA,NA
"1743","Palmaria palmata","CN03",6.022367813,"Southwest England","Palmaria","Looe","Rhodophyta","Visual",1,NA,NA,NA
"1744","Palmaria palmata","CN04",6.022367813,"Southwest England","Palmaria","St Ives","Rhodophyta","Visual",1,NA,NA,NA
"1745","Palmaria palmata","CN05",5.044394119,"Southwest England","Palmaria","Trevone","Rhodophyta","Visual",1,NA,NA,NA
"1746","Palmaria palmata","NE01",0,"Northeast England","Palmaria","Filey Brigg","Rhodophyta","Visual",0,NA,NA,NA
"1747","Palmaria palmata","NE02",0,"Northeast England","Palmaria","Scalby Mills","Rhodophyta","Visual",0,NA,NA,NA
"1748","Palmaria palmata","NE03",6.022367813,"Northeast England","Palmaria","Rumbling Kern","Rhodophyta","Visual",1,NA,NA,NA
"1749","Palmaria palmata","NE04",6.022367813,"Northeast England","Palmaria","Newton Point","Rhodophyta","Visual",1,NA,NA,NA
"1750","Palmaria palmata","NE05",7.011227255,"Northeast England","Palmaria","Castlehead Rocks","Rhodophyta","Visual",1,NA,NA,NA
"1751","Palmaria palmata","NW01",6.022367813,"North Wales","Palmaria","Little Orme","Rhodophyta","Visual",1,NA,NA,NA
"1752","Palmaria palmata","NW02",0,"North Wales","Palmaria","Great Orme East","Rhodophyta","Visual",0,NA,NA,NA
"1753","Palmaria palmata","NW03",3.169925001,"North Wales","Palmaria","Menai Bridge","Rhodophyta","Visual",1,NA,NA,NA
"1754","Palmaria palmata","NW04",0,"North Wales","Palmaria","Porth Swtan","Rhodophyta","Visual",0,NA,NA,NA
"1755","Palmaria palmata","NW05",0,"North Wales","Palmaria","Rhosneigr","Rhodophyta","Visual",0,NA,NA,NA
"1756","Palmaria palmata","NW06",5.044394119,"North Wales","Palmaria","Porth Oer","Rhodophyta","Visual",1,NA,NA,NA
"1757","Palmaria palmata","SCH01",0,"Scotland","Palmaria","Scourie","Rhodophyta","Visual",0,NA,NA,NA
"1758","Palmaria palmata","SCH02",0,"Scotland","Palmaria","Rispond","Rhodophyta","Visual",0,NA,NA,NA
"1759","Palmaria palmata","SCH03",0,"Scotland","Palmaria","Skerray","Rhodophyta","Visual",0,NA,NA,NA
"1760","Palmaria palmata","SCH04",3.169925001,"Scotland","Palmaria","Murkle Bay","Rhodophyta","Visual",1,NA,NA,NA
"1761","Palmaria palmata","SCH05",0,"Scotland","Palmaria","Portskerra","Rhodophyta","Visual",0,NA,NA,NA
"1762","Palmaria palmata","SCH07",0,"Scotland","Palmaria","Sannick","Rhodophyta","Visual",0,NA,NA,NA
"1763","Palmaria palmata","SCH08",6.022367813,"Scotland","Palmaria","Wick","Rhodophyta","Visual",1,NA,NA,NA
"1764","Palmaria palmata","SW01",0,"South Wales","Palmaria","Aberystwyth","Rhodophyta","Visual",0,NA,NA,NA
"1765","Palmaria palmata","SW02",0,"South Wales","Palmaria","Neyland","Rhodophyta","Visual",0,NA,NA,NA
"1766","Palmaria palmata","SW03",0,"South Wales","Palmaria","Broad Haven","Rhodophyta","Visual",0,NA,NA,NA
"1767","Palmaria palmata","SW05",7.011227255,"South Wales","Palmaria","West Angle","Rhodophyta","Visual",1,NA,NA,NA
"1768","Palmaria palmata","SW06",0,"South Wales","Palmaria","Monkstone Point","Rhodophyta","Visual",0,NA,NA,NA
"1769","Palmaria palmata","SW07",6.022367813,"South Wales","Palmaria","Dale Jetty","Rhodophyta","Visual",1,NA,NA,NA
"1770","Paracentrotus lividus","CN01",0,"Southwest England","Paracentrotus","Lizard Point","Echinodermata","Visual",0,NA,NA,NA
"1771","Paracentrotus lividus","CN02",0,"Southwest England","Paracentrotus","Sennen Cove","Echinodermata","Visual",0,NA,NA,NA
"1772","Paracentrotus lividus","CN03",0,"Southwest England","Paracentrotus","Looe","Echinodermata","Visual",0,NA,NA,NA
"1773","Paracentrotus lividus","CN04",0,"Southwest England","Paracentrotus","St Ives","Echinodermata","Visual",0,NA,NA,NA
"1774","Paracentrotus lividus","CN05",0,"Southwest England","Paracentrotus","Trevone","Echinodermata","Visual",0,NA,NA,NA
"1775","Paracentrotus lividus","NE01",0,"Northeast England","Paracentrotus","Filey Brigg","Echinodermata","Visual",0,NA,NA,NA
"1776","Paracentrotus lividus","NE02",0,"Northeast England","Paracentrotus","Scalby Mills","Echinodermata","Visual",0,NA,NA,NA
"1777","Paracentrotus lividus","NE03",0,"Northeast England","Paracentrotus","Rumbling Kern","Echinodermata","Visual",0,NA,NA,NA
"1778","Paracentrotus lividus","NE04",0,"Northeast England","Paracentrotus","Newton Point","Echinodermata","Visual",0,NA,NA,NA
"1779","Paracentrotus lividus","NE05",0,"Northeast England","Paracentrotus","Castlehead Rocks","Echinodermata","Visual",0,NA,NA,NA
"1780","Paracentrotus lividus","NW01",0,"North Wales","Paracentrotus","Little Orme","Echinodermata","Visual",0,NA,NA,NA
"1781","Paracentrotus lividus","NW02",0,"North Wales","Paracentrotus","Great Orme East","Echinodermata","Visual",0,NA,NA,NA
"1782","Paracentrotus lividus","NW03",0,"North Wales","Paracentrotus","Menai Bridge","Echinodermata","Visual",0,NA,NA,NA
"1783","Paracentrotus lividus","NW04",0,"North Wales","Paracentrotus","Porth Swtan","Echinodermata","Visual",0,NA,NA,NA
"1784","Paracentrotus lividus","NW05",0,"North Wales","Paracentrotus","Rhosneigr","Echinodermata","Visual",0,NA,NA,NA
"1785","Paracentrotus lividus","NW06",0,"North Wales","Paracentrotus","Porth Oer","Echinodermata","Visual",0,NA,NA,NA
"1786","Paracentrotus lividus","SCH01",0,"Scotland","Paracentrotus","Scourie","Echinodermata","Visual",0,NA,NA,NA
"1787","Paracentrotus lividus","SCH02",0,"Scotland","Paracentrotus","Rispond","Echinodermata","Visual",0,NA,NA,NA
"1788","Paracentrotus lividus","SCH03",0,"Scotland","Paracentrotus","Skerray","Echinodermata","Visual",0,NA,NA,NA
"1789","Paracentrotus lividus","SCH04",0,"Scotland","Paracentrotus","Murkle Bay","Echinodermata","Visual",0,NA,NA,NA
"1790","Paracentrotus lividus","SCH05",0,"Scotland","Paracentrotus","Portskerra","Echinodermata","Visual",0,NA,NA,NA
"1791","Paracentrotus lividus","SCH07",0,"Scotland","Paracentrotus","Sannick","Echinodermata","Visual",0,NA,NA,NA
"1792","Paracentrotus lividus","SCH08",0,"Scotland","Paracentrotus","Wick","Echinodermata","Visual",0,NA,NA,NA
"1793","Paracentrotus lividus","SW01",0,"South Wales","Paracentrotus","Aberystwyth","Echinodermata","Visual",0,NA,NA,NA
"1794","Paracentrotus lividus","SW02",0,"South Wales","Paracentrotus","Neyland","Echinodermata","Visual",0,NA,NA,NA
"1795","Paracentrotus lividus","SW03",0,"South Wales","Paracentrotus","Broad Haven","Echinodermata","Visual",0,NA,NA,NA
"1796","Paracentrotus lividus","SW05",0,"South Wales","Paracentrotus","West Angle","Echinodermata","Visual",0,NA,NA,NA
"1797","Paracentrotus lividus","SW06",0,"South Wales","Paracentrotus","Monkstone Point","Echinodermata","Visual",0,NA,NA,NA
"1798","Paracentrotus lividus","SW07",0,"South Wales","Paracentrotus","Dale Jetty","Echinodermata","Visual",0,NA,NA,NA
"1799","Patella depressa","CN01",5.000004343,"Southwest England","Patella","Lizard Point","Mollusca","Visual",1,NA,NA,NA
"1800","Patella depressa","CN02",3.000434077,"Southwest England","Patella","Sennen Cove","Mollusca","Visual",1,NA,NA,NA
"1801","Patella depressa","CN03",5.000004343,"Southwest England","Patella","Looe","Mollusca","Visual",1,NA,NA,NA
"1802","Patella depressa","CN04",4.000043427,"Southwest England","Patella","St Ives","Mollusca","Visual",1,NA,NA,NA
"1803","Patella depressa","CN05",5.000004343,"Southwest England","Patella","Trevone","Mollusca","Visual",1,NA,NA,NA
"1804","Patella depressa","NE01",0,"Northeast England","Patella","Filey Brigg","Mollusca","Visual",0,NA,NA,NA
"1805","Patella depressa","NE02",0,"Northeast England","Patella","Scalby Mills","Mollusca","Visual",0,NA,NA,NA
"1806","Patella depressa","NE03",0,"Northeast England","Patella","Rumbling Kern","Mollusca","Visual",0,NA,NA,NA
"1807","Patella depressa","NE04",0,"Northeast England","Patella","Newton Point","Mollusca","Visual",0,NA,NA,NA
"1808","Patella depressa","NE05",0,"Northeast England","Patella","Castlehead Rocks","Mollusca","Visual",0,NA,NA,NA
"1809","Patella depressa","NW01",0,"North Wales","Patella","Little Orme","Mollusca","Visual",0,NA,NA,NA
"1810","Patella depressa","NW02",0,"North Wales","Patella","Great Orme East","Mollusca","Visual",0,NA,NA,NA
"1811","Patella depressa","NW03",0,"North Wales","Patella","Menai Bridge","Mollusca","Visual",0,NA,NA,NA
"1812","Patella depressa","NW04",0,"North Wales","Patella","Porth Swtan","Mollusca","Visual",0,NA,NA,NA
"1813","Patella depressa","NW05",0,"North Wales","Patella","Rhosneigr","Mollusca","Visual",0,NA,NA,NA
"1814","Patella depressa","NW06",0,"North Wales","Patella","Porth Oer","Mollusca","Visual",0,NA,NA,NA
"1815","Patella depressa","SCH01",0,"Scotland","Patella","Scourie","Mollusca","Visual",0,NA,NA,NA
"1816","Patella depressa","SCH02",0,"Scotland","Patella","Rispond","Mollusca","Visual",0,NA,NA,NA
"1817","Patella depressa","SCH03",0,"Scotland","Patella","Skerray","Mollusca","Visual",0,NA,NA,NA
"1818","Patella depressa","SCH04",0,"Scotland","Patella","Murkle Bay","Mollusca","Visual",0,NA,NA,NA
"1819","Patella depressa","SCH05",0,"Scotland","Patella","Portskerra","Mollusca","Visual",0,NA,NA,NA
"1820","Patella depressa","SCH07",0,"Scotland","Patella","Sannick","Mollusca","Visual",0,NA,NA,NA
"1821","Patella depressa","SCH08",0,"Scotland","Patella","Wick","Mollusca","Visual",0,NA,NA,NA
"1822","Patella depressa","SW01",4.000043427,"South Wales","Patella","Aberystwyth","Mollusca","Visual",1,NA,NA,NA
"1823","Patella depressa","SW02",0,"South Wales","Patella","Neyland","Mollusca","Visual",0,NA,NA,NA
"1824","Patella depressa","SW03",4.000043427,"South Wales","Patella","Broad Haven","Mollusca","Visual",1,NA,NA,NA
"1825","Patella depressa","SW05",5.000004343,"South Wales","Patella","West Angle","Mollusca","Visual",1,NA,NA,NA
"1826","Patella depressa","SW06",3.000434077,"South Wales","Patella","Monkstone Point","Mollusca","Visual",1,NA,NA,NA
"1827","Patella depressa","SW07",4.000043427,"South Wales","Patella","Dale Jetty","Mollusca","Visual",1,NA,NA,NA
"1828","Patella pellucida","CN01",0,"Southwest England","Patella","Lizard Point","Mollusca","Visual",0,NA,NA,NA
"1829","Patella pellucida","CN02",0,"Southwest England","Patella","Sennen Cove","Mollusca","Visual",0,NA,NA,NA
"1830","Patella pellucida","CN03",0,"Southwest England","Patella","Looe","Mollusca","Visual",0,NA,NA,NA
"1831","Patella pellucida","CN04",0,"Southwest England","Patella","St Ives","Mollusca","Visual",0,NA,NA,NA
